Genotype,loc,Yield,Stage,Module,Year,Seas,Env
MT4558,Agusan,3.470206539,1,1,2012,WS,AguW
MT4558,Bohol,2.794630465,1,1,2012,WS,BohW
MT4558,Isabela,5.629242473,1,1,2012,WS,IsaW
MT4558,Laguna,4.401747049,1,1,2012,WS,LagW
MT4558,Nueva Ecija,3.641539384,1,1,2012,WS,NueW
MT4559,Agusan,3.392866149,1,1,2012,WS,AguW
MT4559,Bohol,2.547555803,1,1,2012,WS,BohW
MT4559,Isabela,5.424533246,1,1,2012,WS,IsaW
MT4559,Laguna,4.586475916,1,1,2012,WS,LagW
MT4559,Nueva Ecija,3.249189854,1,1,2012,WS,NueW
MT4563,Agusan,3.368319635,1,1,2012,WS,AguW
MT4563,Bohol,2.602978422,1,1,2012,WS,BohW
MT4563,Isabela,6.023253448,1,1,2012,WS,IsaW
MT4563,Laguna,4.790607064,1,1,2012,WS,LagW
MT4563,Nueva Ecija,3.784587085,1,1,2012,WS,NueW
MT4565,Agusan,3.586904263,1,1,2012,WS,AguW
MT4565,Bohol,2.602286533,1,1,2012,WS,BohW
MT4565,Isabela,5.773122192,1,1,2012,WS,IsaW
MT4565,Laguna,4.418690795,1,1,2012,WS,LagW
MT4565,Nueva Ecija,3.449749168,1,1,2012,WS,NueW
MT4570,Agusan,3.899117176,1,1,2012,WS,AguW
MT4570,Bohol,2.762811112,1,1,2012,WS,BohW
MT4570,Isabela,5.612976637,1,1,2012,WS,IsaW
MT4570,Laguna,4.859869588,1,1,2012,WS,LagW
MT4570,Nueva Ecija,4.027079269,1,1,2012,WS,NueW
MT4571,Agusan,3.545456299,1,1,2012,WS,AguW
MT4571,Bohol,2.606085853,1,1,2012,WS,BohW
MT4571,Isabela,5.983504897,1,1,2012,WS,IsaW
MT4571,Laguna,4.632603418,1,1,2012,WS,LagW
MT4571,Nueva Ecija,3.624657986,1,1,2012,WS,NueW
MT4575,Agusan,3.536059955,1,1,2012,WS,AguW
MT4575,Bohol,2.40656614,1,1,2012,WS,BohW
MT4575,Isabela,5.482609706,1,1,2012,WS,IsaW
MT4575,Laguna,4.952572185,1,1,2012,WS,LagW
MT4575,Nueva Ecija,3.636675601,1,1,2012,WS,NueW
MT4577,Agusan,3.974950193,1,1,2012,WS,AguW
MT4577,Bohol,3.075087334,1,1,2012,WS,BohW
MT4577,Isabela,6.377230664,1,1,2012,WS,IsaW
MT4577,Laguna,5.317330263,1,1,2012,WS,LagW
MT4577,Nueva Ecija,4.119333075,1,1,2012,WS,NueW
MT4579,Agusan,3.526470233,1,1,2012,WS,AguW
MT4579,Bohol,2.636933906,1,1,2012,WS,BohW
MT4579,Isabela,5.909921155,1,1,2012,WS,IsaW
MT4579,Laguna,4.653755236,1,1,2012,WS,LagW
MT4579,Nueva Ecija,3.774447602,1,1,2012,WS,NueW
MT4580,Agusan,3.646414822,1,1,2012,WS,AguW
MT4580,Bohol,2.630649921,1,1,2012,WS,BohW
MT4580,Isabela,5.84410816,1,1,2012,WS,IsaW
MT4580,Laguna,4.910399977,1,1,2012,WS,LagW
MT4580,Nueva Ecija,3.587061175,1,1,2012,WS,NueW
MT4581,Agusan,4.102066523,1,1,2012,WS,AguW
MT4581,Bohol,3.104490407,1,1,2012,WS,BohW
MT4581,Isabela,6.493020355,1,1,2012,WS,IsaW
MT4581,Laguna,5.434465074,1,1,2012,WS,LagW
MT4581,Nueva Ecija,4.53955029,1,1,2012,WS,NueW
MT4582,Agusan,3.796830322,1,1,2012,WS,AguW
MT4582,Bohol,2.598532474,1,1,2012,WS,BohW
MT4582,Isabela,5.869609366,1,1,2012,WS,IsaW
MT4582,Laguna,4.729643335,1,1,2012,WS,LagW
MT4582,Nueva Ecija,3.735353799,1,1,2012,WS,NueW
MT4583,Agusan,3.195953805,1,1,2012,WS,AguW
MT4583,Bohol,2.24905882,1,1,2012,WS,BohW
MT4583,Isabela,5.435881447,1,1,2012,WS,IsaW
MT4583,Laguna,4.13470747,1,1,2012,WS,LagW
MT4583,Nueva Ecija,3.235972397,1,1,2012,WS,NueW
MT4637,Agusan,3.328858661,1,1,2012,WS,AguW
MT4637,Bohol,2.679600821,1,1,2012,WS,BohW
MT4637,Isabela,5.606461226,1,1,2012,WS,IsaW
MT4637,Laguna,4.582730908,1,1,2012,WS,LagW
MT4637,Nueva Ecija,3.67899121,1,1,2012,WS,NueW
MT4703,Agusan,3.623077432,1,1,2012,WS,AguW
MT4703,Bohol,2.471542589,1,1,2012,WS,BohW
MT4703,Isabela,6.045495408,1,1,2012,WS,IsaW
MT4703,Laguna,4.856284602,1,1,2012,WS,LagW
MT4703,Nueva Ecija,3.737484139,1,1,2012,WS,NueW
MT4901,Agusan,2.820624582,1,1,2012,WS,AguW
MT4901,Bohol,1.688083093,1,1,2012,WS,BohW
MT4901,Isabela,5.015798967,1,1,2012,WS,IsaW
MT4901,Laguna,3.99667883,1,1,2012,WS,LagW
MT4901,Nueva Ecija,2.74704438,1,1,2012,WS,NueW
MT4902,Agusan,4.138141138,1,1,2012,WS,AguW
MT4902,Bohol,3.27658574,1,1,2012,WS,BohW
MT4902,Isabela,6.22007354,1,1,2012,WS,IsaW
MT4902,Laguna,5.064333934,1,1,2012,WS,LagW
MT4902,Nueva Ecija,4.228608016,1,1,2012,WS,NueW
MT4903,Agusan,4.108088362,1,1,2012,WS,AguW
MT4903,Bohol,3.102504396,1,1,2012,WS,BohW
MT4903,Isabela,6.253738338,1,1,2012,WS,IsaW
MT4903,Laguna,5.241535278,1,1,2012,WS,LagW
MT4903,Nueva Ecija,4.270365148,1,1,2012,WS,NueW
MT4904,Agusan,3.555017071,1,1,2012,WS,AguW
MT4904,Bohol,2.499851982,1,1,2012,WS,BohW
MT4904,Isabela,5.910069962,1,1,2012,WS,IsaW
MT4904,Laguna,4.891298331,1,1,2012,WS,LagW
MT4904,Nueva Ecija,3.61623461,1,1,2012,WS,NueW
MT4906,Agusan,2.196831055,1,1,2012,WS,AguW
MT4906,Bohol,1.62738967,1,1,2012,WS,BohW
MT4906,Isabela,4.846675461,1,1,2012,WS,IsaW
MT4906,Laguna,3.563345599,1,1,2012,WS,LagW
MT4906,Nueva Ecija,2.890211461,1,1,2012,WS,NueW
MT4907,Agusan,1.927251342,1,1,2012,WS,AguW
MT4907,Bohol,1.427870174,1,1,2012,WS,BohW
MT4907,Isabela,5.16449248,1,1,2012,WS,IsaW
MT4907,Laguna,4.033313969,1,1,2012,WS,LagW
MT4907,Nueva Ecija,2.892217123,1,1,2012,WS,NueW
MT4908,Agusan,3.261296584,1,1,2012,WS,AguW
MT4908,Bohol,2.178545985,1,1,2012,WS,BohW
MT4908,Isabela,5.764817071,1,1,2012,WS,IsaW
MT4908,Laguna,4.225784754,1,1,2012,WS,LagW
MT4908,Nueva Ecija,3.357372494,1,1,2012,WS,NueW
MT4909,Agusan,3.332987966,1,1,2012,WS,AguW
MT4909,Bohol,2.355629476,1,1,2012,WS,BohW
MT4909,Isabela,5.679546826,1,1,2012,WS,IsaW
MT4909,Laguna,4.317850695,1,1,2012,WS,LagW
MT4909,Nueva Ecija,3.330738963,1,1,2012,WS,NueW
MT4910,Agusan,3.874374598,1,1,2012,WS,AguW
MT4910,Bohol,2.687626692,1,1,2012,WS,BohW
MT4910,Isabela,6.149316798,1,1,2012,WS,IsaW
MT4910,Laguna,4.735592135,1,1,2012,WS,LagW
MT4910,Nueva Ecija,3.895428057,1,1,2012,WS,NueW
MT4911,Agusan,3.503761956,1,1,2012,WS,AguW
MT4911,Bohol,2.544929146,1,1,2012,WS,BohW
MT4911,Isabela,5.763940177,1,1,2012,WS,IsaW
MT4911,Laguna,4.338917596,1,1,2012,WS,LagW
MT4911,Nueva Ecija,3.83502869,1,1,2012,WS,NueW
MT4912,Agusan,2.899734921,1,1,2012,WS,AguW
MT4912,Bohol,1.768636877,1,1,2012,WS,BohW
MT4912,Isabela,5.384221072,1,1,2012,WS,IsaW
MT4912,Laguna,4.110699888,1,1,2012,WS,LagW
MT4912,Nueva Ecija,3.181115979,1,1,2012,WS,NueW
MT4913,Agusan,3.359970971,1,1,2012,WS,AguW
MT4913,Bohol,2.356221873,1,1,2012,WS,BohW
MT4913,Isabela,5.641841663,1,1,2012,WS,IsaW
MT4913,Laguna,4.473228017,1,1,2012,WS,LagW
MT4913,Nueva Ecija,3.68011194,1,1,2012,WS,NueW
MT4914,Agusan,4.374261955,1,1,2012,WS,AguW
MT4914,Bohol,3.245439951,1,1,2012,WS,BohW
MT4914,Isabela,6.47142819,1,1,2012,WS,IsaW
MT4914,Laguna,5.696006972,1,1,2012,WS,LagW
MT4914,Nueva Ecija,4.44450528,1,1,2012,WS,NueW
MT4915,Agusan,2.915424247,1,1,2012,WS,AguW
MT4915,Bohol,2.462220515,1,1,2012,WS,BohW
MT4915,Isabela,5.231544268,1,1,2012,WS,IsaW
MT4915,Laguna,4.253188858,1,1,2012,WS,LagW
MT4915,Nueva Ecija,3.277063066,1,1,2012,WS,NueW
MT4916,Agusan,4.374226922,1,1,2012,WS,AguW
MT4916,Bohol,3.203033879,1,1,2012,WS,BohW
MT4916,Isabela,6.668581817,1,1,2012,WS,IsaW
MT4916,Laguna,5.377395903,1,1,2012,WS,LagW
MT4916,Nueva Ecija,4.40177731,1,1,2012,WS,NueW
MT4917,Agusan,3.856939949,1,1,2012,WS,AguW
MT4917,Bohol,2.42442321,1,1,2012,WS,BohW
MT4917,Isabela,5.895031965,1,1,2012,WS,IsaW
MT4917,Laguna,5.079952618,1,1,2012,WS,LagW
MT4917,Nueva Ecija,3.978161117,1,1,2012,WS,NueW
MT4918,Agusan,3.835576098,1,1,2012,WS,AguW
MT4918,Bohol,2.6369346,1,1,2012,WS,BohW
MT4918,Isabela,6.323376806,1,1,2012,WS,IsaW
MT4918,Laguna,4.777964753,1,1,2012,WS,LagW
MT4918,Nueva Ecija,4.294401938,1,1,2012,WS,NueW
MT4919,Agusan,3.713500955,1,1,2012,WS,AguW
MT4919,Bohol,2.497225797,1,1,2012,WS,BohW
MT4919,Isabela,5.441731557,1,1,2012,WS,IsaW
MT4919,Laguna,4.365986939,1,1,2012,WS,LagW
MT4919,Nueva Ecija,3.857684888,1,1,2012,WS,NueW
MT4920,Agusan,3.525430591,1,1,2012,WS,AguW
MT4920,Bohol,2.867866706,1,1,2012,WS,BohW
MT4920,Isabela,6.034090614,1,1,2012,WS,IsaW
MT4920,Laguna,4.842351845,1,1,2012,WS,LagW
MT4920,Nueva Ecija,4.049346675,1,1,2012,WS,NueW
MT4921,Agusan,3.343445437,1,1,2012,WS,AguW
MT4921,Bohol,2.860366355,1,1,2012,WS,BohW
MT4921,Isabela,5.763170653,1,1,2012,WS,IsaW
MT4921,Laguna,4.765401466,1,1,2012,WS,LagW
MT4921,Nueva Ecija,3.093107879,1,1,2012,WS,NueW
MT4922,Agusan,3.514888192,1,1,2012,WS,AguW
MT4922,Bohol,2.339669557,1,1,2012,WS,BohW
MT4922,Isabela,5.659962213,1,1,2012,WS,IsaW
MT4922,Laguna,4.703036591,1,1,2012,WS,LagW
MT4922,Nueva Ecija,3.998835942,1,1,2012,WS,NueW
MT4923,Agusan,3.9004882,1,1,2012,WS,AguW
MT4923,Bohol,3.185950361,1,1,2012,WS,BohW
MT4923,Isabela,6.053387256,1,1,2012,WS,IsaW
MT4923,Laguna,5.035444953,1,1,2012,WS,LagW
MT4923,Nueva Ecija,4.194738189,1,1,2012,WS,NueW
MT4924,Agusan,3.529122647,1,1,2012,WS,AguW
MT4924,Bohol,2.318035757,1,1,2012,WS,BohW
MT4924,Isabela,5.82416686,1,1,2012,WS,IsaW
MT4924,Laguna,4.679597155,1,1,2012,WS,LagW
MT4924,Nueva Ecija,3.467576358,1,1,2012,WS,NueW
MT4925,Agusan,3.416328376,1,1,2012,WS,AguW
MT4925,Bohol,2.440613657,1,1,2012,WS,BohW
MT4925,Isabela,5.74886086,1,1,2012,WS,IsaW
MT4925,Laguna,4.303304094,1,1,2012,WS,LagW
MT4925,Nueva Ecija,3.542323344,1,1,2012,WS,NueW
MT4926,Agusan,3.606301147,1,1,2012,WS,AguW
MT4926,Bohol,2.531585883,1,1,2012,WS,BohW
MT4926,Isabela,6.110448001,1,1,2012,WS,IsaW
MT4926,Laguna,4.57981476,1,1,2012,WS,LagW
MT4926,Nueva Ecija,3.856838497,1,1,2012,WS,NueW
MT4927,Agusan,3.037647869,1,1,2012,WS,AguW
MT4927,Bohol,2.252758288,1,1,2012,WS,BohW
MT4927,Isabela,5.290597543,1,1,2012,WS,IsaW
MT4927,Laguna,4.339190418,1,1,2012,WS,LagW
MT4927,Nueva Ecija,3.321184337,1,1,2012,WS,NueW
MT4928,Agusan,1.809215731,1,1,2012,WS,AguW
MT4928,Bohol,1.407258784,1,1,2012,WS,BohW
MT4928,Isabela,4.42232082,1,1,2012,WS,IsaW
MT4928,Laguna,3.623891323,1,1,2012,WS,LagW
MT4928,Nueva Ecija,2.524167685,1,1,2012,WS,NueW
MT4929,Agusan,2.515408034,1,1,2012,WS,AguW
MT4929,Bohol,2.021606464,1,1,2012,WS,BohW
MT4929,Isabela,4.926805635,1,1,2012,WS,IsaW
MT4929,Laguna,3.34113813,1,1,2012,WS,LagW
MT4929,Nueva Ecija,2.719422155,1,1,2012,WS,NueW
MT4930,Agusan,3.043040035,1,1,2012,WS,AguW
MT4930,Bohol,2.080217643,1,1,2012,WS,BohW
MT4930,Isabela,5.242078021,1,1,2012,WS,IsaW
MT4930,Laguna,3.771612469,1,1,2012,WS,LagW
MT4930,Nueva Ecija,3.232974886,1,1,2012,WS,NueW
MT4931,Agusan,2.57426556,1,1,2012,WS,AguW
MT4931,Bohol,1.654627451,1,1,2012,WS,BohW
MT4931,Isabela,4.562097455,1,1,2012,WS,IsaW
MT4931,Laguna,3.757551354,1,1,2012,WS,LagW
MT4931,Nueva Ecija,2.832362625,1,1,2012,WS,NueW
MT4932,Agusan,3.285991329,1,1,2012,WS,AguW
MT4932,Bohol,1.884720635,1,1,2012,WS,BohW
MT4932,Isabela,5.668514348,1,1,2012,WS,IsaW
MT4932,Laguna,4.054403813,1,1,2012,WS,LagW
MT4932,Nueva Ecija,3.573395574,1,1,2012,WS,NueW
MT4933,Agusan,3.165941354,1,1,2012,WS,AguW
MT4933,Bohol,1.749785408,1,1,2012,WS,BohW
MT4933,Isabela,5.054979049,1,1,2012,WS,IsaW
MT4933,Laguna,4.187849094,1,1,2012,WS,LagW
MT4933,Nueva Ecija,2.956541491,1,1,2012,WS,NueW
MT4934,Agusan,3.313033427,1,1,2012,WS,AguW
MT4934,Bohol,2.167030241,1,1,2012,WS,BohW
MT4934,Isabela,4.979666888,1,1,2012,WS,IsaW
MT4934,Laguna,4.058705941,1,1,2012,WS,LagW
MT4934,Nueva Ecija,3.207662215,1,1,2012,WS,NueW
MT4935,Agusan,3.766458822,1,1,2012,WS,AguW
MT4935,Bohol,3.053076483,1,1,2012,WS,BohW
MT4935,Isabela,5.962025213,1,1,2012,WS,IsaW
MT4935,Laguna,4.83646735,1,1,2012,WS,LagW
MT4935,Nueva Ecija,4.005850726,1,1,2012,WS,NueW
MT4936,Agusan,3.091430896,1,1,2012,WS,AguW
MT4936,Bohol,1.902855958,1,1,2012,WS,BohW
MT4936,Isabela,4.903641131,1,1,2012,WS,IsaW
MT4936,Laguna,4.444148032,1,1,2012,WS,LagW
MT4936,Nueva Ecija,3.357085928,1,1,2012,WS,NueW
MT4937,Agusan,3.336057798,1,1,2012,WS,AguW
MT4937,Bohol,2.450531561,1,1,2012,WS,BohW
MT4937,Isabela,5.597848157,1,1,2012,WS,IsaW
MT4937,Laguna,4.294715848,1,1,2012,WS,LagW
MT4937,Nueva Ecija,3.136801997,1,1,2012,WS,NueW
MT4938,Agusan,3.470435486,1,1,2012,WS,AguW
MT4938,Bohol,2.331614552,1,1,2012,WS,BohW
MT4938,Isabela,5.516185802,1,1,2012,WS,IsaW
MT4938,Laguna,4.840008398,1,1,2012,WS,LagW
MT4938,Nueva Ecija,3.718846071,1,1,2012,WS,NueW
MT4939,Agusan,3.613003835,1,1,2012,WS,AguW
MT4939,Bohol,2.516008687,1,1,2012,WS,BohW
MT4939,Isabela,5.541322386,1,1,2012,WS,IsaW
MT4939,Laguna,4.316631879,1,1,2012,WS,LagW
MT4939,Nueva Ecija,3.633735389,1,1,2012,WS,NueW
MT4940,Agusan,3.135753917,1,1,2012,WS,AguW
MT4940,Bohol,2.242534773,1,1,2012,WS,BohW
MT4940,Isabela,5.927173583,1,1,2012,WS,IsaW
MT4940,Laguna,4.491536085,1,1,2012,WS,LagW
MT4940,Nueva Ecija,3.579944944,1,1,2012,WS,NueW
MT4941,Agusan,3.116870719,1,1,2012,WS,AguW
MT4941,Bohol,2.404652406,1,1,2012,WS,BohW
MT4941,Isabela,6.260652476,1,1,2012,WS,IsaW
MT4941,Laguna,4.577504512,1,1,2012,WS,LagW
MT4941,Nueva Ecija,3.914087273,1,1,2012,WS,NueW
MT4942,Agusan,3.197433074,1,1,2012,WS,AguW
MT4942,Bohol,2.260146789,1,1,2012,WS,BohW
MT4942,Isabela,5.225282389,1,1,2012,WS,IsaW
MT4942,Laguna,4.048195156,1,1,2012,WS,LagW
MT4942,Nueva Ecija,3.237636733,1,1,2012,WS,NueW
MT4943,Agusan,3.491644304,1,1,2012,WS,AguW
MT4943,Bohol,2.822659595,1,1,2012,WS,BohW
MT4943,Isabela,5.788581114,1,1,2012,WS,IsaW
MT4943,Laguna,4.327513623,1,1,2012,WS,LagW
MT4943,Nueva Ecija,3.656350217,1,1,2012,WS,NueW
MT4944,Agusan,3.561742726,1,1,2012,WS,AguW
MT4944,Bohol,3.048309545,1,1,2012,WS,BohW
MT4944,Isabela,6.291732132,1,1,2012,WS,IsaW
MT4944,Laguna,5.199979292,1,1,2012,WS,LagW
MT4944,Nueva Ecija,3.916811616,1,1,2012,WS,NueW
MT4945,Agusan,3.55911911,1,1,2012,WS,AguW
MT4945,Bohol,2.503146516,1,1,2012,WS,BohW
MT4945,Isabela,6.201767694,1,1,2012,WS,IsaW
MT4945,Laguna,5.004005685,1,1,2012,WS,LagW
MT4945,Nueva Ecija,3.981793359,1,1,2012,WS,NueW
MT4946,Agusan,3.523667243,1,1,2012,WS,AguW
MT4946,Bohol,2.45219996,1,1,2012,WS,BohW
MT4946,Isabela,5.380415112,1,1,2012,WS,IsaW
MT4946,Laguna,4.338020426,1,1,2012,WS,LagW
MT4946,Nueva Ecija,3.474124208,1,1,2012,WS,NueW
MT4947,Agusan,3.724267241,1,1,2012,WS,AguW
MT4947,Bohol,2.718041269,1,1,2012,WS,BohW
MT4947,Isabela,6.105026435,1,1,2012,WS,IsaW
MT4947,Laguna,4.821864624,1,1,2012,WS,LagW
MT4947,Nueva Ecija,4.044194557,1,1,2012,WS,NueW
MT4948,Agusan,3.592302346,1,1,2012,WS,AguW
MT4948,Bohol,2.605069411,1,1,2012,WS,BohW
MT4948,Isabela,5.826443072,1,1,2012,WS,IsaW
MT4948,Laguna,4.952195584,1,1,2012,WS,LagW
MT4948,Nueva Ecija,3.986702689,1,1,2012,WS,NueW
MT4949,Agusan,3.595820628,1,1,2012,WS,AguW
MT4949,Bohol,3.079423762,1,1,2012,WS,BohW
MT4949,Isabela,6.008885724,1,1,2012,WS,IsaW
MT4949,Laguna,4.862680087,1,1,2012,WS,LagW
MT4949,Nueva Ecija,3.791429345,1,1,2012,WS,NueW
MT4950,Agusan,3.58450961,1,1,2012,WS,AguW
MT4950,Bohol,2.779902308,1,1,2012,WS,BohW
MT4950,Isabela,5.991495314,1,1,2012,WS,IsaW
MT4950,Laguna,4.7197918,1,1,2012,WS,LagW
MT4950,Nueva Ecija,3.694533636,1,1,2012,WS,NueW
MT4951,Agusan,3.265004897,1,1,2012,WS,AguW
MT4951,Bohol,2.571312959,1,1,2012,WS,BohW
MT4951,Isabela,5.889413864,1,1,2012,WS,IsaW
MT4951,Laguna,4.678047394,1,1,2012,WS,LagW
MT4951,Nueva Ecija,3.827551494,1,1,2012,WS,NueW
MT4952,Agusan,3.622341066,1,1,2012,WS,AguW
MT4952,Bohol,2.745414553,1,1,2012,WS,BohW
MT4952,Isabela,6.099453208,1,1,2012,WS,IsaW
MT4952,Laguna,4.698784998,1,1,2012,WS,LagW
MT4952,Nueva Ecija,3.698247785,1,1,2012,WS,NueW
MT4953,Agusan,3.086448539,1,1,2012,WS,AguW
MT4953,Bohol,1.986194606,1,1,2012,WS,BohW
MT4953,Isabela,5.364891397,1,1,2012,WS,IsaW
MT4953,Laguna,4.108499381,1,1,2012,WS,LagW
MT4953,Nueva Ecija,3.258112304,1,1,2012,WS,NueW
MT4954,Agusan,3.87484465,1,1,2012,WS,AguW
MT4954,Bohol,2.656417508,1,1,2012,WS,BohW
MT4954,Isabela,5.94570364,1,1,2012,WS,IsaW
MT4954,Laguna,4.587864249,1,1,2012,WS,LagW
MT4954,Nueva Ecija,3.999983684,1,1,2012,WS,NueW
MT4955,Agusan,3.707188702,1,1,2012,WS,AguW
MT4955,Bohol,2.603849469,1,1,2012,WS,BohW
MT4955,Isabela,5.982125408,1,1,2012,WS,IsaW
MT4955,Laguna,4.678738996,1,1,2012,WS,LagW
MT4955,Nueva Ecija,4.034112547,1,1,2012,WS,NueW
MT4956,Agusan,3.728647915,1,1,2012,WS,AguW
MT4956,Bohol,2.585557988,1,1,2012,WS,BohW
MT4956,Isabela,5.975801333,1,1,2012,WS,IsaW
MT4956,Laguna,4.615139107,1,1,2012,WS,LagW
MT4956,Nueva Ecija,3.850996516,1,1,2012,WS,NueW
MT4957,Agusan,3.639451963,1,1,2012,WS,AguW
MT4957,Bohol,2.577158854,1,1,2012,WS,BohW
MT4957,Isabela,6.082150717,1,1,2012,WS,IsaW
MT4957,Laguna,4.91471576,1,1,2012,WS,LagW
MT4957,Nueva Ecija,3.862651738,1,1,2012,WS,NueW
MT4958,Agusan,3.203981932,1,1,2012,WS,AguW
MT4958,Bohol,2.678097748,1,1,2012,WS,BohW
MT4958,Isabela,6.189567622,1,1,2012,WS,IsaW
MT4958,Laguna,4.561830544,1,1,2012,WS,LagW
MT4958,Nueva Ecija,3.824123959,1,1,2012,WS,NueW
MT4959,Agusan,3.331813384,1,1,2012,WS,AguW
MT4959,Bohol,2.571984234,1,1,2012,WS,BohW
MT4959,Isabela,5.513785296,1,1,2012,WS,IsaW
MT4959,Laguna,4.39848478,1,1,2012,WS,LagW
MT4959,Nueva Ecija,3.540833978,1,1,2012,WS,NueW
MT4960,Agusan,3.107901245,1,1,2012,WS,AguW
MT4960,Bohol,2.469390358,1,1,2012,WS,BohW
MT4960,Isabela,5.444296406,1,1,2012,WS,IsaW
MT4960,Laguna,4.2022337,1,1,2012,WS,LagW
MT4960,Nueva Ecija,3.393680336,1,1,2012,WS,NueW
MT4961,Agusan,3.35557709,1,1,2012,WS,AguW
MT4961,Bohol,2.478921052,1,1,2012,WS,BohW
MT4961,Isabela,5.540234203,1,1,2012,WS,IsaW
MT4961,Laguna,4.493694031,1,1,2012,WS,LagW
MT4961,Nueva Ecija,3.613748637,1,1,2012,WS,NueW
MT4962,Agusan,4.362920987,1,1,2012,WS,AguW
MT4962,Bohol,3.392194701,1,1,2012,WS,BohW
MT4962,Isabela,6.530794645,1,1,2012,WS,IsaW
MT4962,Laguna,5.495997481,1,1,2012,WS,LagW
MT4962,Nueva Ecija,4.285075378,1,1,2012,WS,NueW
MT4963,Agusan,4.153891946,1,1,2012,WS,AguW
MT4963,Bohol,3.460462988,1,1,2012,WS,BohW
MT4963,Isabela,5.85226706,1,1,2012,WS,IsaW
MT4963,Laguna,5.211245315,1,1,2012,WS,LagW
MT4963,Nueva Ecija,4.11703961,1,1,2012,WS,NueW
MT4964,Agusan,4.320139225,1,1,2012,WS,AguW
MT4964,Bohol,3.442268929,1,1,2012,WS,BohW
MT4964,Isabela,6.398166097,1,1,2012,WS,IsaW
MT4964,Laguna,5.187497131,1,1,2012,WS,LagW
MT4964,Nueva Ecija,4.103161989,1,1,2012,WS,NueW
MT4965,Agusan,4.256160895,1,1,2012,WS,AguW
MT4965,Bohol,2.796462337,1,1,2012,WS,BohW
MT4965,Isabela,6.109528708,1,1,2012,WS,IsaW
MT4965,Laguna,5.082510263,1,1,2012,WS,LagW
MT4965,Nueva Ecija,3.918682954,1,1,2012,WS,NueW
MT4966,Agusan,4.047838683,1,1,2012,WS,AguW
MT4966,Bohol,2.708095111,1,1,2012,WS,BohW
MT4966,Isabela,5.884078053,1,1,2012,WS,IsaW
MT4966,Laguna,5.117174514,1,1,2012,WS,LagW
MT4966,Nueva Ecija,3.842051923,1,1,2012,WS,NueW
MT4967,Agusan,3.952579174,1,1,2012,WS,AguW
MT4967,Bohol,3.022141185,1,1,2012,WS,BohW
MT4967,Isabela,6.066826973,1,1,2012,WS,IsaW
MT4967,Laguna,5.112750138,1,1,2012,WS,LagW
MT4967,Nueva Ecija,3.866644765,1,1,2012,WS,NueW
MT4968,Agusan,3.683189468,1,1,2012,WS,AguW
MT4968,Bohol,2.762692644,1,1,2012,WS,BohW
MT4968,Isabela,6.268091834,1,1,2012,WS,IsaW
MT4968,Laguna,4.90797957,1,1,2012,WS,LagW
MT4968,Nueva Ecija,3.955758878,1,1,2012,WS,NueW
MT4969,Agusan,4.215857884,1,1,2012,WS,AguW
MT4969,Bohol,2.922477426,1,1,2012,WS,BohW
MT4969,Isabela,6.015981024,1,1,2012,WS,IsaW
MT4969,Laguna,4.899629342,1,1,2012,WS,LagW
MT4969,Nueva Ecija,4.260976872,1,1,2012,WS,NueW
MT4970,Agusan,3.475475977,1,1,2012,WS,AguW
MT4970,Bohol,2.389658866,1,1,2012,WS,BohW
MT4970,Isabela,5.529250875,1,1,2012,WS,IsaW
MT4970,Laguna,4.44912626,1,1,2012,WS,LagW
MT4970,Nueva Ecija,3.358823041,1,1,2012,WS,NueW
MT4971,Agusan,3.977878298,1,1,2012,WS,AguW
MT4971,Bohol,2.994440102,1,1,2012,WS,BohW
MT4971,Isabela,6.281502243,1,1,2012,WS,IsaW
MT4971,Laguna,5.681216791,1,1,2012,WS,LagW
MT4971,Nueva Ecija,4.521625787,1,1,2012,WS,NueW
MT4972,Agusan,3.625259681,1,1,2012,WS,AguW
MT4972,Bohol,2.393438003,1,1,2012,WS,BohW
MT4972,Isabela,5.291164092,1,1,2012,WS,IsaW
MT4972,Laguna,4.076548078,1,1,2012,WS,LagW
MT4972,Nueva Ecija,3.537518651,1,1,2012,WS,NueW
MT4973,Agusan,2.890993211,1,1,2012,WS,AguW
MT4973,Bohol,1.829397414,1,1,2012,WS,BohW
MT4973,Isabela,4.782770021,1,1,2012,WS,IsaW
MT4973,Laguna,3.774620202,1,1,2012,WS,LagW
MT4973,Nueva Ecija,3.273228547,1,1,2012,WS,NueW
MT4974,Agusan,3.757940504,1,1,2012,WS,AguW
MT4974,Bohol,3.219624241,1,1,2012,WS,BohW
MT4974,Isabela,6.005419714,1,1,2012,WS,IsaW
MT4974,Laguna,5.022619551,1,1,2012,WS,LagW
MT4974,Nueva Ecija,3.938320549,1,1,2012,WS,NueW
MT4975,Agusan,3.852950082,1,1,2012,WS,AguW
MT4975,Bohol,3.136597749,1,1,2012,WS,BohW
MT4975,Isabela,6.115205337,1,1,2012,WS,IsaW
MT4975,Laguna,5.103480168,1,1,2012,WS,LagW
MT4975,Nueva Ecija,4.164308201,1,1,2012,WS,NueW
MT4976,Agusan,3.519445824,1,1,2012,WS,AguW
MT4976,Bohol,2.664248315,1,1,2012,WS,BohW
MT4976,Isabela,5.553724236,1,1,2012,WS,IsaW
MT4976,Laguna,4.479845076,1,1,2012,WS,LagW
MT4976,Nueva Ecija,3.485689786,1,1,2012,WS,NueW
